neuron_id,degree,clust,page_rank,session,state,bin_width,neuron_type,in_ensemble,response_bs,phase_lock_delta,phase_lock_theta
2577,0.006478016728513847,0.01013328577356233,0.013389043772965866,acute_12,act,0.05,SR,True,no_response,True,False
2578,0.04610473455423819,0.051599801027216605,0.0496187323505691,acute_12,act,0.05,SR,True,inhibited,True,False
2585,0.012681976594943455,0.014301123187455161,0.018218993129619943,acute_12,act,0.05,SIR,True,inhibited,True,False
2586,0.024354865381562237,0.03158754808066498,0.028095732697918742,acute_12,act,0.05,SIR,True,no_response,True,True
2587,0.009951158402079658,0.01043069551895423,0.016780367206527452,acute_12,act,0.05,SIR,True,inhibited,False,True
2588,0.014276178026666786,0.020269370638564845,0.018560650230999204,acute_12,act,0.05,SIR,True,activated,True,False
2589,0.006070247415147337,0.0191515415498973,0.01120646370122089,acute_12,act,0.05,SR,True,no_response,True,True
2590,0.04281194597871048,0.03187767953492218,0.047715329309157256,acute_12,act,0.05,SIR,True,activated,True,True
2592,0.03317564043080846,0.05563193572167189,0.031875167308131794,acute_11,act,0.05,FF,,inhibited,True,False
2593,0.0335199097983813,0.05755107584353921,0.03208568717076778,acute_11,act,0.05,FF,,inhibited,True,True
2594,0.02181077640858164,0.04054418661018835,0.022560912401844758,acute_11,act,0.05,SIR,,no_response,True,True
2595,0.034697957651968,0.03841362566913417,0.03424537590970306,acute_11,act,0.05,SIR,,activated,True,True
2596,0.021522229876354333,0.04884339472171578,0.022458682323924478,acute_11,act,0.05,FF,,no_response,True,True
2598,0.01739050000554035,0.05963395621347413,0.018775199764750873,acute_11,act,0.05,SR,,inhibited,True,True
2601,0.022248642794807934,0.03063060848536174,0.023396903173627397,acute_11,act,0.05,SIR,,activated,True,True
2603,0.02980072858501973,0.045530554501843866,0.029433971491574364,acute_11,act,0.05,SIR,,activated,True,False
2604,0.010020601725336054,0.02075083872558621,0.013153405330425054,acute_11,act,0.05,SR,,activated,True,True
2605,0.03214961626312083,0.06302133948896167,0.0311778289074379,acute_11,act,0.05,SIR,,activated,True,False
2606,0.020744911934300336,0.03665655111147216,0.02163793544557696,acute_11,act,0.05,SIR,,inhibited,True,True
2607,0.02367118684574047,0.05340792930914859,0.024041348365631137,acute_11,act,0.05,FF,,inhibited,True,True
2608,0.029656475773373537,0.05306957152217626,0.028965197323189567,acute_11,act,0.05,SIR,,inhibited,True,False
2609,0.036796497587403464,0.04090875820824442,0.034938466972221804,acute_11,act,0.05,SIR,,activated,True,True
2610,0.024569372718099353,0.06769705295302723,0.024682700632393997,acute_11,act,0.05,FF,,inhibited,True,True
2611,0.024848239246807756,0.033689836370476664,0.02609512634740001,acute_11,act,0.05,FF,,inhibited,True,True
2612,0.005699285747664466,0.01931367452292329,0.009883266317810616,acute_11,act,0.05,SR,,activated,True,True
2613,0.006606643277103898,0.015286103485398954,0.010537455653723233,acute_11,act,0.05,FF,,inhibited,True,True
2616,0.02903498614233411,0.04216349551846538,0.027801193349827738,acute_11,act,0.05,FF,,inhibited,True,True
2617,0.023067889493550552,0.03259669361656367,0.02346680260880188,acute_11,act,0.05,SIR,,activated,True,True
2618,0.05953404241573404,0.08267967567398375,0.0479342757781854,acute_11,act,0.05,SIR,,activated,True,True
2619,0.062027423184103,0.10674762712218375,0.049319912178833254,acute_11,act,0.05,SIR,,activated,True,False
2620,0.07190221915677797,0.06348188078601595,0.05733280454063239,acute_11,act,0.05,SIR,,activated,True,True
2621,0.038699578617185225,0.04214238422606823,0.03418006636089639,acute_11,act,0.05,SIR,,no_response,True,True
2622,0.06321468974249683,0.09708748750482345,0.051284003910074816,acute_11,act,0.05,SR,,activated,True,True
2623,0.053146347579114996,0.04833602757499928,0.04710934357177891,acute_11,act,0.05,FF,,inhibited,True,True
2624,0.08008620869306034,0.08789598209166062,0.07084912875756472,acute_11,act,0.05,FF,,inhibited,True,True
2625,0.05360962694369439,0.07475741140772436,0.04866036653073517,acute_11,act,0.05,SR,,inhibited,True,True
2626,0.03324539833689083,0.05557022733165093,0.0321066538871525,acute_11,act,0.05,SIR,,activated,True,True
2627,0.015707207901628883,0.026669909925003052,0.017538707790397717,acute_11,act,0.05,SIR,,activated,True,False
2628,0.005538098267689861,0.013064635570674547,0.009643173844590432,acute_11,act,0.05,SIR,,no_response,True,True
2629,0.011011994406352114,0.025207157039569193,0.014412841789106989,acute_11,act,0.05,SIR,,activated,True,False
2630,0.0073761145556406355,0.04440969143313786,0.010697655804976546,acute_11,act,0.05,FF,,activated,True,True
2634,0.01772444020957658,0.022598210071863033,0.017718438456310562,acute_11,act,0.05,SIR,,no_response,True,True
1,0.08267469251222802,0.26566493768990607,0.14995122079628997,ESHOCK_03_LOC1,sw,0.1,SIR,True,activated,True,False
4,0.12550826115621402,0.4155330826162218,0.2151595178571185,ESHOCK_03_LOC1,sw,0.1,SIR,True,inhibited,False,False
5,0.20471571952212755,0.32623081858622394,0.3409695001503859,ESHOCK_03_LOC1,sw,0.1,FF,True,inhibited,True,False
6,0.07251293832090364,0.24807498897599745,0.13692182706168335,ESHOCK_03_LOC1,sw,0.1,SIR,True,inhibited,False,False
8,0.08608213216416694,0.2643688951283401,0.15699793413452195,ESHOCK_03_LOC1,sw,0.1,SR,True,inhibited,True,True
9,0.01600347616522119,0.1025330042789932,0.038807553168408775,ESHOCK_04_LOC1,sw,0.1,SIR,True,inhibited,True,True
12,0.025676942268503894,0.11869299417112046,0.05507692113171702,ESHOCK_04_LOC1,sw,0.1,SIR,True,inhibited,True,False
17,0.025936206018077113,0.1719842546374343,0.05579810121297266,ESHOCK_04_LOC1,sw,0.1,SIR,True,inhibited,True,True
18,0.02110942356666583,0.12725727942392306,0.0473080785337262,ESHOCK_04_LOC1,sw,0.1,SIR,True,inhibited,True,True
22,0.009277321902073046,0.06276458061202325,0.02814101352605458,ESHOCK_04_LOC1,sw,0.1,SR,True,activated,True,True
27,0.022310673019861043,0.1771732283531467,0.04872760385803168,ESHOCK_04_LOC1,sw,0.1,SIR,True,no_response,True,True
31,0.03437801747186747,0.2003503771333154,0.07142434010970276,ESHOCK_04_LOC1,sw,0.1,SIR,True,inhibited,True,False
32,0.011237080905168801,0.1248423771634964,0.02854935408198491,ESHOCK_04_LOC1,sw,0.1,SIR,True,inhibited,True,True
33,0.015222523771605389,0.11448629803881478,0.035659422044729064,ESHOCK_04_LOC1,sw,0.1,SIR,True,no_response,True,True
34,0.007840222230729043,0.07744771388778694,0.026247765886452067,ESHOCK_04_LOC1,sw,0.1,SIR,True,inhibited,True,True
35,0.017241031088527446,0.1484821066097263,0.039390439642565056,ESHOCK_04_LOC1,sw,0.1,SIR,True,inhibited,False,False
36,0.014891984962435255,0.2041275490621143,0.04658370584580316,ESHOCK_04_LOC1,sw,0.1,SR,True,activated,True,True
37,0.014884941871954448,0.1205927112794324,0.04109401114539564,ESHOCK_04_LOC1,sw,0.1,SR,True,inhibited,True,True
38,0.010411212118830875,0.1806212949475511,0.03412043134265458,ESHOCK_04_LOC1,sw,0.1,SR,True,activated,True,True
39,0.015352360957067695,0.0937224155183289,0.03758126706651624,ESHOCK_04_LOC1,sw,0.1,SR,True,inhibited,True,True
40,0.023258069780771592,0.1365130886566628,0.05151012278152447,ESHOCK_04_LOC1,sw,0.1,SIR,True,inhibited,True,False
41,0.008691691414257184,0.09524647863862247,0.023224086413570075,ESHOCK_04_LOC1,sw,0.1,FF,True,activated,True,True
42,0.011314368469177653,0.057180065547089126,0.03052093018743269,ESHOCK_04_LOC1,sw,0.1,FF,True,inhibited,True,True
43,0.015018220130261934,0.12323656789805808,0.03525467792943006,ESHOCK_04_LOC1,sw,0.1,FF,True,inhibited,True,True
44,0.02071845090764459,0.09694249182457834,0.04621746837346745,ESHOCK_04_LOC1,sw,0.1,SIR,True,inhibited,True,True
45,0.03444020980679052,0.18275189535034267,0.07150502183081785,ESHOCK_04_LOC1,sw,0.1,FF,True,inhibited,True,True
46,0.03455239520825938,0.21234074892898977,0.07118100874410788,ESHOCK_04_LOC1,sw,0.1,FF,True,inhibited,True,True
47,0.01125333352154722,0.15503493320138456,0.03607667514293508,ESHOCK_04_LOC1,sw,0.1,SR,True,activated,False,True
48,0.016188521243196932,0.06291254900605482,0.030488168903475475,ESHOCK_06_LOC1,sw,0.1,SR,True,inhibited,True,True
49,0.057326779335038755,0.1256178949228533,0.08536564965499495,ESHOCK_06_LOC1,sw,0.1,FF,True,activated,True,True
50,0.027384959518885033,0.0929996592066207,0.04504466318514146,ESHOCK_06_LOC1,sw,0.1,SR,True,inhibited,True,True
51,0.012711637645531655,0.07145805314334562,0.030212778376374424,ESHOCK_06_LOC1,sw,0.1,SR,True,no_response,True,True
52,0.02382049048932983,0.07747523282972328,0.04092912701696994,ESHOCK_06_LOC1,sw,0.1,SR,True,no_response,True,True
54,0.007463497670283883,0.04033899256115432,0.022334093774993895,ESHOCK_06_LOC1,sw,0.1,SR,True,inhibited,True,True
55,0.004167002029442711,0.016214332360300166,0.01465098945834128,ESHOCK_06_LOC1,sw,0.1,SR,True,inhibited,True,True
57,0.04227015393043502,0.14085626694269537,0.06423680077973588,ESHOCK_06_LOC1,sw,0.1,FF,True,activated,True,True
58,0.03428450050680353,0.11928481731956904,0.05368780670880925,ESHOCK_06_LOC1,sw,0.1,SR,True,activated,True,True
59,0.013667578298812738,0.03698346489187831,0.027948977608797897,ESHOCK_06_LOC1,sw,0.1,SIR,True,activated,True,False
60,0.0434036628082209,0.14254230824739336,0.06587935764545472,ESHOCK_06_LOC1,sw,0.1,SR,True,no_response,True,True
62,0.05280279995826995,0.11663666041718883,0.07966341216477396,ESHOCK_06_LOC1,sw,0.1,FF,True,activated,True,True
63,0.01970449850053266,0.061033763786309043,0.04194458121803945,ESHOCK_06_LOC1,sw,0.1,SR,True,no_response,False,False
64,0.039301431331033365,0.07960949594237803,0.06909152212495233,ESHOCK_06_LOC1,sw,0.1,SIR,True,no_response,True,True
69,0.02130513706235955,0.05514805784738202,0.04489760873739117,ESHOCK_06_LOC1,sw,0.1,SIR,True,activated,True,True
70,0.024775914799427954,0.14137587368440535,0.041110271885040725,ESHOCK_06_LOC1,sw,0.1,SR,True,activated,True,True
71,0.007557424125169279,0.03120568173071307,0.017327117563002956,ESHOCK_06_LOC1,sw,0.1,SR,True,no_response,False,False
73,0.0066468947727442405,0.027157448346212365,0.020465139431672538,ESHOCK_06_LOC1,sw,0.1,SR,True,inhibited,True,True
74,0.021448549027434868,0.1005369116793361,0.03710576431056984,ESHOCK_06_LOC1,sw,0.1,SR,True,inhibited,True,True
75,0.04421666641467531,0.11147445629539135,0.06715936947559883,ESHOCK_06_LOC1,sw,0.1,SR,True,activated,True,True
76,0.0196666980091417,0.08875702867727786,0.04492354021075028,ESHOCK_06_LOC1,sw,0.1,SIR,True,no_response,True,True
77,0.03414130544043606,0.083031310391124,0.05553325976511869,ESHOCK_06_LOC1,sw,0.1,SIR,True,activated,True,True
81,0.005204974264078444,0.06059851445387572,0.016299215847404683,ESHOCK_07_LOC1,sw,0.1,SIR,True,inhibited,True,True
82,0.0275475252429036,0.10862771381438727,0.0357499762693347,ESHOCK_07_LOC1,sw,0.1,SIR,True,activated,False,False
84,0.11115500332391666,0.22457796372634767,0.10807946025015074,ESHOCK_07_LOC1,sw,0.1,SR,True,activated,True,False
85,0.1491825455506473,0.21756324641881128,0.14630815577339368,ESHOCK_07_LOC1,sw,0.1,SR,True,activated,True,True
86,0.1182680357435669,0.20504322988126272,0.1130719041194598,ESHOCK_07_LOC1,sw,0.1,SR,True,activated,True,True
88,0.14811432824664392,0.20794975853698536,0.14089257112871176,ESHOCK_07_LOC1,sw,0.1,FF,True,activated,True,True
89,0.0928386435198058,0.2248269273822575,0.09347243584050613,ESHOCK_07_LOC1,sw,0.1,SR,True,no_response,True,True
90,0.04713316104575087,0.11589792476682767,0.059975958158037634,ESHOCK_07_LOC1,sw,0.1,FF,True,activated,True,True
91,0.0685909612147832,0.18441075135073534,0.07396133502548453,ESHOCK_07_LOC1,sw,0.1,FF,True,activated,True,True
92,0.015962287827114188,0.06333143620325898,0.030490912504101794,ESHOCK_07_LOC1,sw,0.1,SIR,True,activated,True,True
93,0.08004804512564435,0.23358301839031562,0.08193509773507464,ESHOCK_07_LOC1,sw,0.1,SR,True,activated,True,True
94,0.019522331434174915,0.06997690788713984,0.03567141588606388,ESHOCK_07_LOC1,sw,0.1,SIR,True,activated,True,True
95,0.05266098392423442,0.14473782557854462,0.06409156146227632,ESHOCK_07_LOC1,sw,0.1,SIR,True,activated,True,True
97,0.16406651479390214,0.14837112537305702,0.046653978389497405,ESHOCK_08_LOC1,sw,0.1,FF,True,activated,False,True
98,0.06359869679475348,0.0789819242173341,0.020770519172418914,ESHOCK_08_LOC1,sw,0.1,FF,True,inhibited,True,True
99,0.05211276363342489,0.06248329847069615,0.018323451070094803,ESHOCK_08_LOC1,sw,0.1,SIR,True,inhibited,True,True
100,0.10990867967894864,0.10979761489950793,0.035186383362789626,ESHOCK_08_LOC1,sw,0.1,SIR,True,no_response,True,False
101,0.12117101014077056,0.13507079732192417,0.03601084472469152,ESHOCK_08_LOC1,sw,0.1,FF,True,activated,True,False
102,0.06431028661070454,0.07509516897101727,0.021531316188132765,ESHOCK_08_LOC1,sw,0.1,SR,True,activated,True,True
103,0.07859920865472238,0.10241987101532843,0.024357233230776768,ESHOCK_08_LOC1,sw,0.1,SR,True,no_response,False,False
104,0.07747583426450101,0.08986908150401961,0.024916400706190184,ESHOCK_08_LOC1,sw,0.1,SR,True,activated,True,True
105,0.11611522796097667,0.11740995858063333,0.0343586791924111,ESHOCK_08_LOC1,sw,0.1,SR,True,activated,True,True
106,0.05148485554585727,0.07734350259551798,0.01815900861300232,ESHOCK_08_LOC1,sw,0.1,SR,True,activated,False,True
107,0.03756523920661363,0.06281704140418364,0.015737963297234116,ESHOCK_08_LOC1,sw,0.1,SR,True,inhibited,True,False
108,0.05966587617243124,0.08721671497942186,0.01994097910963186,ESHOCK_08_LOC1,sw,0.1,FF,True,inhibited,True,True
109,0.05953654971853033,0.09092844009882806,0.02012213741649585,ESHOCK_08_LOC1,sw,0.1,SR,True,inhibited,True,False
110,0.02426983208182163,0.06097521707440113,0.011439828131072818,ESHOCK_08_LOC1,sw,0.1,SR,True,inhibited,True,False
111,0.040153410984742434,0.0646465142576822,0.016629923855568267,ESHOCK_08_LOC1,sw,0.1,FF,True,activated,True,True
113,0.05141245771582357,0.06828234563897237,0.019498905670202404,ESHOCK_08_LOC1,sw,0.1,FF,True,activated,True,True
114,0.2727468146497553,0.16200471579245704,0.07362161572745862,ESHOCK_08_LOC1,sw,0.1,FF,True,no_response,True,True
115,0.09420980747981793,0.10438659568310422,0.03047986735768191,ESHOCK_08_LOC1,sw,0.1,SIR,True,activated,True,True
116,0.03732491963464322,0.07498935642822512,0.015165704268862028,ESHOCK_08_LOC1,sw,0.1,FF,True,inhibited,True,False
117,0.25945398081434407,0.16348364664319853,0.07016790031011226,ESHOCK_08_LOC1,sw,0.1,FF,True,no_response,True,False
118,0.2740426952166003,0.1608693236249024,0.07380655056617642,ESHOCK_08_LOC1,sw,0.1,SIR,True,no_response,True,True
120,0.19275519841297653,0.1260431300446075,0.05412233858760879,ESHOCK_08_LOC1,sw,0.1,SIR,True,no_response,True,False
121,0.0657644014629218,0.08272655850871566,0.02271316391975007,ESHOCK_08_LOC1,sw,0.1,SR,True,activated,True,True
122,0.2674994876864488,0.1609652664042686,0.07237384362163751,ESHOCK_08_LOC1,sw,0.1,SIR,True,no_response,True,True
123,0.047143222099381925,0.06182263844655321,0.018049831495103433,ESHOCK_08_LOC1,sw,0.1,SIR,True,activated,False,True
124,0.153755897596319,0.12024432517222075,0.04360712198289789,ESHOCK_08_LOC1,sw,0.1,SIR,True,no_response,True,True
125,0.029139166688083508,0.05458484249459413,0.013361843058353766,ESHOCK_08_LOC1,sw,0.1,SR,True,inhibited,True,False
126,0.0933747800551982,0.10742899755646365,0.02794934690607261,ESHOCK_08_LOC1,sw,0.1,SIR,True,inhibited,True,True
127,0.18465791050837746,0.15491640083824845,0.05092741219026789,ESHOCK_08_LOC1,sw,0.1,SIR,True,no_response,True,False
128,0.18194357422163054,0.12525086262005772,0.05001590787780616,ESHOCK_08_LOC1,sw,0.1,FF,True,no_response,True,True
132,0.022814858981879002,0.03110602373243682,0.01003990533320899,ESHOCK_09_LOC1,sw,0.1,SR,True,activated,True,True
135,0.18941891393815385,0.17648071719252087,0.0457809946922925,ESHOCK_09_LOC1,sw,0.1,FF,True,inhibited,True,True
136,0.02035331365860913,0.0350953470933029,0.010224838014291401,ESHOCK_09_LOC1,sw,0.1,SR,True,no_response,True,False
137,0.05322525969572297,0.09209638271500982,0.01630149825823686,ESHOCK_09_LOC1,sw,0.1,SR,True,activated,False,False
138,0.18599202028849282,0.1407497989258044,0.04540546169246024,ESHOCK_09_LOC1,sw,0.1,SR,True,activated,True,True
139,0.013322737729967733,0.02766765950362102,0.00918560901344307,ESHOCK_09_LOC1,sw,0.1,SR,True,no_response,True,False
140,0.2248174687643589,0.17189112926862093,0.05397765600779869,ESHOCK_09_LOC1,sw,0.1,SR,True,activated,True,True
142,0.1377778772554269,0.13236945875809863,0.035015666976090105,ESHOCK_09_LOC1,sw,0.1,SR,True,no_response,True,True
144,0.10437617560266027,0.13935239893402732,0.02730615452939301,ESHOCK_09_LOC1,sw,0.1,FF,True,inhibited,True,True
145,0.01747664729364692,0.038846919611259335,0.009941686701414945,ESHOCK_09_LOC1,sw,0.1,SIR,True,inhibited,True,False
146,0.03979970128190819,0.05185723573807046,0.014203611512438298,ESHOCK_09_LOC1,sw,0.1,SR,True,inhibited,True,True
147,0.14207218210889594,0.11849478053699848,0.03672624114317509,ESHOCK_09_LOC1,sw,0.1,SR,True,activated,True,True
151,0.015434287948980809,0.03200997241096116,0.009541410237395987,ESHOCK_09_LOC1,sw,0.1,SIR,True,inhibited,True,True
152,0.1442562788124887,0.13883559416880928,0.03534621219379097,ESHOCK_09_LOC1,sw,0.1,FF,True,activated,True,True
153,0.13652829327309857,0.1447425972223844,0.034380910832850727,ESHOCK_09_LOC1,sw,0.1,SIR,True,activated,True,True
154,0.10738552220561812,0.11759465620433154,0.02833187355909995,ESHOCK_09_LOC1,sw,0.1,FF,True,activated,True,True
155,0.14727376802753875,0.14954349729149286,0.03567127083918262,ESHOCK_09_LOC1,sw,0.1,SR,True,inhibited,True,True
156,0.19001719626684832,0.17430117288875047,0.045183448286809244,ESHOCK_09_LOC1,sw,0.1,SR,True,inhibited,True,True
157,0.1383426602573724,0.1472120094992076,0.034434078310399956,ESHOCK_09_LOC1,sw,0.1,FF,True,activated,True,True
158,0.10437747793782752,0.09267537066275913,0.028667971753782773,ESHOCK_09_LOC1,sw,0.1,SIR,True,activated,True,True
159,0.0793704449455292,0.10005745270790037,0.023217290750353194,ESHOCK_09_LOC1,sw,0.1,SIR,True,activated,True,True
161,0.22988292921361747,0.15538648365560845,0.05437570010905607,ESHOCK_09_LOC1,sw,0.1,SR,True,activated,True,True
162,0.2147246524758987,0.17093808052745477,0.05165902376759378,ESHOCK_09_LOC1,sw,0.1,FF,True,activated,True,True
163,0.14926008936799076,0.1339011338967835,0.03718657431800625,ESHOCK_09_LOC1,sw,0.1,SR,True,activated,True,False
164,0.15897431551469435,0.1319309822142294,0.03924609884017908,ESHOCK_09_LOC1,sw,0.1,FF,True,activated,True,False
166,0.15630003203225326,0.13671250138494817,0.03762581333919091,ESHOCK_09_LOC1,sw,0.1,SR,True,activated,False,True
167,0.03156132345291948,0.04405941381165522,0.012652696465961026,ESHOCK_09_LOC1,sw,0.1,SR,True,activated,True,True
176,0.04669259515454424,0.059029413327777114,0.01571432719931524,ESHOCK_09_LOC1,sw,0.1,FF,True,inhibited,True,True
177,0.0884036281950801,0.0971957007613602,0.025497451208190067,ESHOCK_09_LOC1,sw,0.1,SR,True,activated,True,False
178,0.02785889265992734,0.046463116290440754,0.011599022056567277,ESHOCK_09_LOC1,sw,0.1,SR,True,activated,True,False
179,0.03279845989915355,0.05381258410929604,0.012810427825233103,ESHOCK_09_LOC1,sw,0.1,SIR,True,activated,True,True
180,0.03319583981750726,0.047582534498646946,0.01271720900874807,ESHOCK_09_LOC1,sw,0.1,SIR,True,inhibited,True,True
181,0.04911181591638249,0.0556822759241414,0.017991048758909015,ESHOCK_09_LOC1,sw,0.1,FF,True,activated,True,False
182,0.049502085142439235,0.05311234779308323,0.017899095475674046,ESHOCK_09_LOC1,sw,0.1,FF,True,activated,True,True
184,0.15378208083206343,0.162225843332153,0.03727009110990717,ESHOCK_09_LOC1,sw,0.1,SIR,True,activated,True,False
185,0.08760474360723054,0.08135651770683622,0.026871629879560127,ESHOCK_09_LOC1,sw,0.1,SR,True,activated,False,True
1011,0.01800019458344477,0.16865583316472002,0.09734604988974324,hamilton_10,sw,0.1,SR,True,activated,True,True
1013,0.05364200751640164,0.19985197718410413,0.24881691780371082,hamilton_10,sw,0.1,SR,True,activated,False,True
1014,0.01746909840865452,0.16484069168039994,0.09483673448272299,hamilton_10,sw,0.1,SIR,True,no_response,True,True
1015,0.05884391844016662,0.19534264086465816,0.2731014880046421,hamilton_10,sw,0.1,SR,True,activated,False,True
1016,0.0,0.0,0.02097902097902101,hamilton_10,sw,0.1,SR,True,inhibited,False,True
1018,0.0009567539589804002,0.0,0.025423507443946846,hamilton_10,sw,0.1,SR,True,inhibited,True,True
1019,0.017865217176340927,0.12768486667866868,0.09673328162679107,hamilton_10,sw,0.1,SIR,True,activated,True,True
1020,0.026122578079216825,0.13529318867203372,0.14276299976942228,hamilton_10,sw,0.1,SIR,True,no_response,False,False
1021,0.048905895234291216,0.17466540418983534,0.135797437543257,hamilton_03,sw,0.1,FF,True,no_response,True,True
1022,0.03643670763929219,0.25219055003522445,0.10179743612276593,hamilton_03,sw,0.1,SIR,True,no_response,True,True
1024,0.040448055981073594,0.3334890800347811,0.10806267126477605,hamilton_03,sw,0.1,SR,True,inhibited,True,True
1025,0.0368043899628554,0.2540752093535637,0.1072915652432406,hamilton_03,sw,0.1,SR,True,activated,False,True
1026,0.02834554595385736,0.25676554277862657,0.08018633570932585,hamilton_03,sw,0.1,SR,True,inhibited,True,True
1027,0.052563356631103834,0.2693898708338892,0.13687543983231534,hamilton_03,sw,0.1,SR,True,inhibited,True,True
1028,0.03450278296468967,0.1451088332714555,0.10687176225408584,hamilton_03,sw,0.1,SR,True,activated,True,True
1029,0.025754898314401583,0.41405387347785755,0.08362971234771024,hamilton_03,sw,0.1,FF,True,activated,True,True
1030,0.05365849143779828,0.3902028637970493,0.13948763968252326,hamilton_03,sw,0.1,SR,True,inhibited,True,True
1031,0.02221530101495788,0.05617951868665741,0.050784758334388856,hamilton_04,sw,0.1,FF,True,inhibited,True,True
1032,0.0011802240619087875,0.0,0.012386491849033298,hamilton_04,sw,0.1,SR,True,inhibited,True,False
1034,0.034588114598433924,0.17445152542463874,0.06073757618390735,hamilton_04,sw,0.1,SR,True,activated,True,True
1035,0.07139004987711162,0.367050285722768,0.1081715842082823,hamilton_04,sw,0.1,SR,True,activated,False,True
1036,0.06080303133198113,0.2271755287026295,0.09403247853793306,hamilton_04,sw,0.1,SIR,True,activated,False,True
1037,0.02911566062204659,0.19593565729706564,0.06086704860182073,hamilton_04,sw,0.1,SIR,True,inhibited,True,True
1038,0.030926105026574703,0.15292125690750383,0.061075055752830835,hamilton_04,sw,0.1,SR,True,no_response,True,False
1040,0.010417692936299341,0.1430193670402238,0.024120388820725477,hamilton_04,sw,0.1,SIR,True,no_response,True,False
1041,0.014751401437051153,0.13252845442363395,0.03420992273719376,hamilton_04,sw,0.1,SIR,True,inhibited,True,True
1044,0.015010878734181013,0.12246533368745528,0.045060456526465655,hamilton_04,sw,0.1,SIR,True,inhibited,False,False
1045,0.06276100746890956,0.22522401770396894,0.09777116602732969,hamilton_04,sw,0.1,SIR,True,activated,False,True
1046,0.025444033393852875,0.17747035987144147,0.052927965850715145,hamilton_04,sw,0.1,SR,True,no_response,True,False
1047,0.04839899595443968,0.24208037025638557,0.07653361358163278,hamilton_04,sw,0.1,SR,True,activated,True,False
1048,0.03202876256507808,0.17371285710637324,0.052703940413392734,hamilton_04,sw,0.1,SIR,True,activated,True,True
1049,0.043670043928932756,0.18458523032511043,0.0728483513020265,hamilton_04,sw,0.1,SR,True,no_response,True,True
1050,0.05895514691058478,0.2156874093456385,0.09576920127232158,hamilton_04,sw,0.1,SR,True,activated,True,True
1051,0.11525432840035725,0.05515374541653976,0.146601229774803,hamilton_09,sw,0.1,FF,True,,,
1052,0.015986460384397494,0.03649523351321247,0.029985272841890516,hamilton_09,sw,0.1,SR,True,,,
1053,0.017227978277189863,0.023278535761459853,0.034972775687014734,hamilton_09,sw,0.1,FF,True,,,
1054,0.025417539349727517,0.028863000439961733,0.04447918465997811,hamilton_09,sw,0.1,FF,True,,,
1055,0.02661491383319762,0.03391989738517511,0.050655781867469885,hamilton_09,sw,0.1,FF,True,,,
1056,0.03995815660905507,0.04349638630889392,0.06444640324452756,hamilton_09,sw,0.1,SIR,True,,,
1057,0.027297122679400432,0.042265504301814624,0.05181341791988789,hamilton_09,sw,0.1,FF,True,,,
1058,0.03798430992988085,0.05789330936420011,0.05327807690083359,hamilton_09,sw,0.1,SR,True,,,
1059,0.023023910104093385,0.02869526672364279,0.04161464871520044,hamilton_09,sw,0.1,SR,True,,,
1060,0.09631646617242912,0.06613312655511025,0.12853448352813968,hamilton_09,sw,0.1,SR,True,,,
1061,0.03021478782743086,0.04575805048130314,0.05084513733068171,hamilton_09,sw,0.1,SR,True,,,
1062,0.02968739400733316,0.056553939905451225,0.0474102152226392,hamilton_09,sw,0.1,SIR,True,,,
1064,0.11434058388477575,0.07978961264151001,0.14436608168920242,hamilton_09,sw,0.1,FF,True,,,
1065,0.0349278091789027,0.04277819211720034,0.05748231766560533,hamilton_09,sw,0.1,SR,True,,,
1068,0.03333623701071785,0.07086165259507893,0.053514972952125955,hamilton_09,sw,0.1,FF,True,,,
2291,0.023622191795318666,0.024792329213122764,0.02463357598838361,acute_15,sw,0.1,SR,True,no_response,True,True
2293,0.008979736096215989,0.017230525132961912,0.014755352898391106,acute_15,sw,0.1,SR,True,activated,True,True
2296,0.021673355579531258,0.05329413567338225,0.014615079091103423,acute_15,sw,0.1,SR,True,no_response,False,True
2298,0.02119605756662731,0.03677410027089921,0.0270485778381099,acute_15,sw,0.1,SIR,True,activated,True,True
2299,0.010032255951582804,0.018781720882684275,0.0171766490793748,acute_15,sw,0.1,SR,True,inhibited,False,True
2301,0.00988264636708482,0.02022037226251873,0.016845622071955987,acute_15,sw,0.1,SR,True,inhibited,False,True
2305,0.07004795764396898,0.07951579992816594,0.0401793993068557,acute_15,sw,0.1,SIR,True,activated,True,True
2306,0.14627757026026847,0.1498774126171594,0.06468261000786998,acute_15,sw,0.1,FF,True,activated,True,True
2309,0.015205260651080731,0.022176645110680522,0.019370901631479864,acute_15,sw,0.1,SR,True,activated,False,True
2316,0.013812664535860306,0.0233816121424795,0.018727200553187568,acute_15,sw,0.1,SIR,True,activated,False,True
2324,0.031977638635698774,0.033665049265870405,0.033339512993141716,acute_15,sw,0.1,SIR,True,activated,False,True
2328,0.026641120444384502,0.045102508446473795,0.021393316466401833,acute_15,sw,0.1,FF,True,activated,True,True
2329,0.15322527665372607,0.24492442598263378,0.0631097341882777,acute_15,sw,0.1,SIR,True,activated,True,True
2334,0.00729777744070298,0.011766047885330299,0.012438546590395888,acute_15,sw,0.1,SR,True,no_response,False,True
2335,0.135184011648987,0.29300472842940717,0.05596716361402055,acute_15,sw,0.1,SR,True,activated,True,True
2337,0.010582641825846935,0.025576561191091123,0.017347078774943642,acute_15,sw,0.1,SR,True,no_response,True,True
