ensemble_orig,size,average_degree,average_weight,average_weight_out,volume,normalized_cut_size,internal_density,cut_size,conductance,edge_expantion,modularity,average_degree_p,average_weight_p,normalized_cut_size_p,conductance_p,edge_expantion_p,ensemble,session_name,state,bin_width,ensemble_id
2,3,0.6823787000506089,0.3411893500253044,0.01987239743118409,3.2990971383164243,0.43066488132210806,0.3411893500253044,1.2519610381645976,0.3794859580289566,0.41732034605486584,0.16791396121303087,0.375,0.75,0.06818181818181818,0.2727272727272727,0.3409090909090909,-1,acute_12,sw,0.05,-1
0,19,0.44990637485768875,0.034468633557645505,0.014105064807047363,10.184408639913581,0.22853702950578195,0.02499479860320493,1.636187517617494,0.16065611421021866,0.10907916784116627,0.45541079394903733,1.0,1.0,0.0,0.0,0.0,-1,acute_11,sw,0.05,-1
1,6,2.948377960702102,0.5896755921404204,0.01346805314723688,18.794648122286038,0.13004035571779063,0.5896755921404204,1.104380358073424,0.07127999208193793,0.18406339301223731,0.45541079394903733,0.0,0.7659574468085106,0.0,0.0,0.02127659574468085,1,acute_11,sw,0.05,18
2,9,0.3917612880361116,0.05876419320541674,0.01682351970946021,5.309144681527786,0.39742815042169527,0.04897016100451395,1.7832930892027818,0.3358908442272122,0.19814367657808687,0.45541079394903733,1.0,1.0,0.6595744680851063,0.7446808510638298,0.02127659574468085,-1,acute_11,sw,0.05,-1
0,3,0.10996699638737406,0.05498349819368703,0.020277195755410118,0.5123957509608132,0.3746589053436161,0.05498349819368703,0.18249476179869104,0.35615978754017374,0.06083158726623034,0.1604085172739251,1.0,1.0,0.0,0.0,0.0,-1,ESHOCK_04_LOC1,act,0.05,-1
1,12,0.6198782542626978,0.05811358633712792,0.01565803547532771,8.237098860394084,0.4700446677431666,0.05635256856933616,0.7985598092417131,0.37309793652431755,0.07259634629470119,0.1604085172739251,0.0,1.0,0.0,0.05263157894736842,0.0,-1,ESHOCK_04_LOC1,act,0.05,-1
2,3,0.027657193731800072,0.013828596865900036,0.012726829440603007,0.37568865832926945,0.808414586638366,0.013828596865900036,0.2927170771338692,0.7791480276131187,0.09757235904462307,0.1604085172739251,1.0,1.0,0.9736842105263158,1.0,0.0,-1,ESHOCK_04_LOC1,act,0.05,-1
3,5,0.1082860164544763,0.027071504113619076,0.018226526812633457,1.2522646279650862,0.6455373548982338,0.027071504113619076,0.7108345456927047,0.5676392431907955,0.14216690913854094,0.1604085172739251,1.0,1.0,0.10526315789473684,0.8771929824561404,0.0,-1,ESHOCK_04_LOC1,act,0.05,-1
0,11,0.18519035632869632,0.024251118090662615,0.010435114486000286,2.3918878121396694,0.3493806441909337,0.018519035632869635,0.35479389252400967,0.20104848131803207,0.03225399022945542,0.31790358003700525,0.046511627906976744,0.9767441860465116,0.0,0.0,0.0,-1,ESHOCK_06_LOC1,act,0.05,-1
1,11,0.1281749273032957,0.016784811908764914,0.010435114486000286,1.7647180928602624,0.34938064419093373,0.01281749273032957,0.35479389252400967,0.20104848131803207,0.03225399022945542,0.31790358003700525,0.18604651162790697,0.9767441860465116,0.0,0.0,0.0,-1,ESHOCK_06_LOC1,act,0.05,-1
